,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
130,Antigua and Barbuda,9,2,0,0,0,0
131,Poland,2946,392,57,14,56,9
132,Lao PDR,10,0,0,0,0,0
133,Saint-Barthélemy,0,0,0,0,0,0
134,"Iran, Islamic Republic of",50468,2875,3160,124,16711,1238
135,Nicaragua,5,0,1,0,0,0
136,Gambia,4,0,1,0,2,0
137,American Samoa,0,0,0,0,0,0
138,Albania,277,18,16,1,76,9
139,Dominica,12,0,0,0,0,0
140,Cocos (Keeling) Islands,0,0,0,0,0,0
141,China,82432,71,3322,6,76565,160
142,Somalia,5,0,0,0,1,0
143,British Indian Ocean Territory,0,0,0,0,0,0
144,Turkey,18135,2456,356,79,415,82
145,United Arab Emirates,1024,210,8,0,96,35
146,Comoros,0,0,0,0,0,0
147,Liechtenstein,75,7,0,0,0,0
148,French Southern Territories,0,0,0,0,0,0
149,Christmas Island,0,0,0,0,0,0
150,Slovenia,897,56,17,2,70,60
151,Martinique,0,0,0,0,0,0
152,Saint Helena,0,0,0,0,0,0
153,"Virgin Islands, US",0,0,0,0,0,0
154,Switzerland,18827,1059,536,48,4013,1046
155,Japan,2495,317,62,5,472,0
156,Spain,112065,7947,10348,961,26743,4096
157,Bolivia,123,8,8,1,1,0
158,Anguilla,0,0,0,0,0,0
159,Belgium,15348,1384,1011,183,2495,363
160,Timor-Leste,1,0,0,0,0,0
161,Sudan,8,1,2,0,2,0
162,Uruguay,350,12,4,2,62,21
163,Cyprus,356,36,10,1,28,0
164,Madagascar,59,2,0,0,0,0
165,Vanuatu,0,0,0,0,0,0
166,Holy See (Vatican City State),7,1,0,0,0,0
167,Congo (Kinshasa),0,0,0,0,0,0
168,Algeria,986,139,86,28,61,0
169,Bosnia and Herzegovina,533,74,16,3,20,1
170,Viet Nam,233,15,0,0,75,12
171,British Virgin Islands,0,0,0,0,0,0
172,Colombia,1161,96,19,2,55,16
173,Saint Pierre and Miquelon,0,0,0,0,0,0
174,Mali,36,5,3,0,0,0
175,Indonesia,1790,113,170,13,112,9
176,Norway,5147,284,50,6,32,19
177,Bulgaria,457,35,10,0,25,5
178,Sri Lanka,151,5,4,1,21,0
179,Gibraltar,0,0,0,0,0,0
180,Austria,11129,418,158,12,1749,313
181,Egypt,865,86,58,6,201,22
182,New Zealand,797,89,1,0,92,9
183,Tonga,0,0,0,0,0,0
184,Maldives,19,0,0,0,13,0
185,Lithuania,649,68,9,1,7,0
186,Croatia,1011,48,7,1,88,15
187,Mauritania,6,0,1,0,2,0
188,Monaco,60,5,1,0,2,0
189,Northern Mariana Islands,0,0,0,0,0,0
190,Tokelau,0,0,0,0,0,0
191,Afghanistan,273,36,6,2,10,5
192,"Micronesia, Federated States of",0,0,0,0,0,0
193,Myanmar,0,0,0,0,0,0
194,Panama,1317,136,32,2,9,0
195,Lebanon,494,15,16,2,46,3
196,Tuvalu,0,0,0,0,0,0
197,Niue,0,0,0,0,0,0
198,Estonia,858,79,11,6,45,12
199,Korea (South),9976,89,169,4,5828,261
200,Grenada,10,1,0,0,0,0
201,Georgia,134,17,0,0,26,3
202,Bermuda,0,0,0,0,0,0
203,Solomon Islands,0,0,0,0,0,0
204,Netherlands,14788,1092,1341,166,260,0
205,"Taiwan, Republic of China",339,10,5,0,45,6
206,Cook Islands,0,0,0,0,0,0
207,Samoa,0,0,0,0,0,0
208,Greenland,0,0,0,0,0,0
209,Mexico,1378,163,37,8,35,0
210,Lesotho,0,0,0,0,0,0
211,Czech Republic,3858,350,44,5,67,6
212,Kenya,110,29,3,2,4,1
213,Costa Rica,396,21,2,0,6,2
214,Saint Kitts and Nevis,9,1,0,0,0,0
215,Gabon,21,3,1,0,0,0
216,Turks and Caicos Islands,0,0,0,0,0,0
217,Turkmenistan,0,0,0,0,0,0
218,Romania,2738,278,115,23,267,15
219,Belarus,304,141,4,2,53,0
220,Finland,1518,72,19,2,300,290
221,Netherlands Antilles,0,0,0,0,0,0
222,Mayotte,0,0,0,0,0,0
223,Republic of Kosovo,125,0,1,0,10,0
224,Brazil,8044,1208,324,84,127,0
225,Armenia,663,92,7,3,33,2
226,Malaysia,3116,208,50,5,767,122
227,"Macedonia, Republic of",384,30,11,0,17,0
228,Greece,1544,129,53,3,61,9
229,Oman,231,21,1,0,57,23
230,Serbia,1171,111,31,3,0,0
231,Peru,1414,91,55,17,537,143
232,Brunei Darussalam,133,2,1,0,56,4
233,Djibouti,40,7,0,0,0,0
234,Sweden,5568,621,308,69,103,0
235,Heard and Mcdonald Islands,0,0,0,0,0,0
236,Belize,0,0,0,0,0,0
237,Senegal,195,5,1,0,55,10
238,Cayman Islands,0,0,0,0,0,0
239,Malta,196,8,0,0,2,0
240,Palau,0,0,0,0,0,0
241,Honduras,219,47,14,4,3,0
242,Guam,0,0,0,0,0,0
243,US Minor Outlying Islands,0,0,0,0,0,0
244,Trinidad and Tobago,94,4,5,0,1,0
245,Equatorial Guinea,15,0,0,0,1,0
246,India,2543,545,72,14,191,43
247,Paraguay,77,8,3,0,2,1
